City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
377,Kirakira,SB,-10.4544,161.9205,81.79,83,51,7.52,broken clouds,0.0,0.0
378,Charyshskoye,RU,51.3978,83.5598,63.46,53,6,5.77,clear sky,0.0,0.0
379,Jurm,AF,36.8648,70.8342,69.26,41,72,1.63,broken clouds,0.0,0.0
380,Santa Cruz,BO,-17.8,-63.1667,62.06,72,75,12.1,broken clouds,0.0,0.0
381,Tiksi,RU,71.6872,128.8694,36.55,83,100,7.38,overcast clouds,0.0,0.0
382,Ketchikan,US,55.3422,-131.6461,54.07,94,90,11.5,light rain,0.15,0.0
383,Portland,US,45.5234,-122.6762,82.98,37,20,4.0,few clouds,0.0,0.0
384,Haradok,BY,55.4624,29.9816,37.18,78,29,6.02,scattered clouds,0.0,0.0
385,Porto Santo,PT,33.072,-16.3415,63.3,67,40,8.05,scattered clouds,0.0,0.0
386,Mogzon,RU,51.7435,111.9606,49.21,27,9,11.86,clear sky,0.0,0.0
387,Gerash,IR,27.6652,54.1371,75.34,12,0,4.79,clear sky,0.0,0.0
388,Andreapol,RU,56.6513,32.2664,35.92,76,0,4.27,clear sky,0.0,0.0
389,Gafargaon,BD,24.4333,90.5667,82.38,76,93,6.93,overcast clouds,0.0,0.0
390,Nome,US,64.5011,-165.4064,56.16,47,1,11.5,clear sky,0.0,0.0
391,Yuzhne,UA,46.6221,31.1013,57.42,77,97,7.52,overcast clouds,0.0,0.0
392,Tiarei,PF,-17.5333,-149.3333,82.42,70,81,16.37,broken clouds,0.0,0.0
393,Mount Gambier,AU,-37.8333,140.7667,53.51,50,100,14.97,overcast clouds,0.0,0.0
394,Ornskoldsvik,SE,63.2909,18.7153,58.15,44,90,3.22,overcast clouds,0.0,0.0
395,Troitsko-Pechorsk,RU,62.7084,56.1964,38.93,63,9,7.83,clear sky,0.0,0.0
396,Vitim,RU,59.4511,112.5578,41.88,96,100,6.62,overcast clouds,0.0,0.0
397,Ribeira Grande,PT,38.5167,-28.7,63.79,82,100,6.78,overcast clouds,0.0,0.0
398,Huarmey,PE,-10.0681,-78.1522,67.26,85,100,8.84,overcast clouds,0.0,0.0
399,Provideniya,RU,64.3833,-173.3,50.11,46,0,20.13,clear sky,0.0,0.0
400,Bilibino,RU,68.0546,166.4372,60.28,26,22,2.35,few clouds,0.0,0.0
401,Ginir,ET,7.1333,40.7,55.11,76,74,4.99,broken clouds,0.0,0.0
402,Lubao,PH,14.9167,120.55,94.71,57,96,5.12,overcast clouds,0.0,0.0
403,Mecca,SA,21.4267,39.8261,93.43,24,79,7.23,broken clouds,0.0,0.0
404,Krasnoarmeysk,RU,51.0239,45.6969,63.07,95,97,5.3,overcast clouds,0.0,0.0
405,Prince Rupert,CA,54.3161,-130.3201,57.29,79,90,9.22,light rain,0.12,0.0
406,Isangel,VU,-19.55,169.2667,77.11,69,90,6.6,overcast clouds,0.0,0.0
407,Katangli,RU,51.7102,143.2326,41.22,67,100,9.53,overcast clouds,0.0,0.0
408,Astana,KZ,51.1801,71.446,71.55,35,0,14.03,clear sky,0.0,0.0
409,Mandalgovi,MN,45.7625,106.2708,44.76,36,0,17.13,clear sky,0.0,0.0
410,Rumboci,BA,43.8322,17.5011,45.14,98,46,4.63,scattered clouds,0.0,0.0
411,Puro,PH,12.4841,123.3827,86.68,66,33,2.35,scattered clouds,0.0,0.0
412,Barranca,PE,-10.75,-77.7667,64.69,88,100,8.25,overcast clouds,0.0,0.0
413,Ust-Nera,RU,64.5667,143.2,57.69,53,92,3.98,overcast clouds,0.0,0.0
414,Jalu,LY,29.0331,21.5482,77.09,45,0,11.23,clear sky,0.0,0.0
415,Bedele,ET,8.456,36.353,52.86,66,9,2.04,clear sky,0.0,0.0
416,Ko Samui,TH,9.5357,99.9357,89.51,70,20,12.37,few clouds,0.0,0.0
417,West Wendover,US,40.7391,-114.0733,79.81,9,1,9.22,clear sky,0.0,0.0
418,Sharjah,AE,25.3573,55.4033,90.25,43,0,10.27,clear sky,0.0,0.0
419,Nagato,JP,34.3833,131.2,75.65,50,5,0.25,clear sky,0.0,0.0
420,Sakakah,SA,29.9697,40.2064,80.17,13,81,5.93,broken clouds,0.0,0.0
421,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.57,96,100,7.94,moderate rain,1.18,0.0
422,La Ronge,CA,55.1001,-105.2842,64.65,32,75,4.61,broken clouds,0.0,0.0
423,Rosetta,EG,31.4044,30.4164,71.42,48,0,11.18,clear sky,0.0,0.0
424,Ponta Delgada,PT,37.7333,-25.6667,61.52,82,20,5.75,few clouds,0.0,0.0
425,Yenangyaung,MM,20.4667,94.8833,88.23,57,95,11.81,overcast clouds,0.0,0.0
426,Pevek,RU,69.7008,170.3133,39.54,68,22,4.97,few clouds,0.0,0.0
427,Batticaloa,LK,7.7102,81.6924,81.7,69,100,3.15,overcast clouds,0.0,0.0
428,Naryan-Mar,RU,67.6713,53.087,35.65,96,99,14.03,overcast clouds,0.0,0.0
429,Necochea,AR,-38.5473,-58.7368,51.04,56,100,19.6,overcast clouds,0.0,0.0
430,Dhidhdhoo,MV,6.8833,73.1,83.28,73,100,19.57,overcast clouds,0.0,0.0
431,Gambela,ET,8.25,34.5833,74.75,67,10,2.66,clear sky,0.0,0.0
432,Bardiyah,LY,31.7561,25.0865,69.12,81,0,10.89,clear sky,0.0,0.0
433,Gizo,SB,-8.103,156.8419,83.21,75,76,4.74,light rain,0.56,0.0
434,Manturovo,RU,58.3353,44.7619,36.37,65,13,7.23,few clouds,0.0,0.0
435,Jackson,US,42.4165,-122.8345,87.67,24,1,10.36,clear sky,0.0,0.0
436,Anzio,IT,41.4853,12.6179,61.86,94,78,6.4,broken clouds,0.0,0.0
437,Baruun-Urt,MN,46.6806,113.2792,39.43,94,100,12.24,overcast clouds,0.0,0.0
438,Sarakhs,IR,36.5449,61.1577,77.14,23,0,9.22,clear sky,0.0,0.0
439,Harper,LR,4.375,-7.7169,77.4,90,99,7.07,moderate rain,1.6,0.0
440,Kualakapuas,ID,-3.0091,114.3876,86.16,58,15,2.71,few clouds,0.0,0.0
441,Sarh,TD,9.1429,18.3923,85.91,54,0,0.0,clear sky,0.0,0.0
442,Valparaiso,CL,-33.0393,-71.6273,54.52,64,72,13.51,broken clouds,0.0,0.0
443,Killybegs,IE,54.6333,-8.45,54.72,93,100,5.79,overcast clouds,0.0,0.0
444,Pampa,US,35.5362,-100.9599,72.55,73,75,17.27,broken clouds,0.0,0.0
445,Kiama,AU,-34.6833,150.8667,66.38,53,0,2.77,clear sky,0.0,0.0
446,Kulhudhuffushi,MV,6.6221,73.07,83.08,74,100,19.08,overcast clouds,0.0,0.0
447,Denpasar,ID,-8.65,115.2167,80.26,89,20,2.66,few clouds,0.0,0.0
448,Wewak,PG,-3.5534,143.6268,85.32,69,90,6.8,overcast clouds,0.0,0.0
449,Lasa,IT,46.6166,10.7002,50.88,82,20,1.68,few clouds,0.0,0.0
450,Vicuna,CL,-30.0319,-70.7081,46.13,37,3,3.31,clear sky,0.0,0.0
451,Capitao Poco,BR,-1.7464,-47.0594,72.97,98,9,4.76,clear sky,0.0,0.0
452,Wichita Falls,US,33.9137,-98.4934,72.66,81,1,8.01,clear sky,0.0,0.0
453,Caraguatatuba,BR,-23.6338,-45.4899,69.62,98,100,1.3,light rain,0.14,0.0
454,Mulege,MX,26.8833,-111.9833,81.1,45,0,3.02,clear sky,0.0,0.0
455,Namatanai,PG,-3.6667,152.4333,83.68,74,98,7.92,moderate rain,1.01,0.0
456,Santa Cruz Do Rio Pardo,BR,-22.8989,-49.6325,60.57,92,100,7.99,overcast clouds,0.0,0.0
457,Inuvik,CA,68.3499,-133.7218,54.36,82,75,6.91,broken clouds,0.0,0.0
458,Andra,RU,62.5147,65.8878,42.39,59,96,9.8,overcast clouds,0.0,0.0
459,Villa Maria,AR,-32.4075,-63.2402,49.82,67,0,8.7,clear sky,0.0,0.0
460,Synya,RU,65.3718,58.0387,36.86,67,45,6.53,scattered clouds,0.0,0.0
461,Namibe,AO,-15.1961,12.1522,73.31,56,85,6.04,overcast clouds,0.0,0.0
462,Ous,RU,60.9058,61.5186,42.33,53,89,9.82,overcast clouds,0.0,0.0
463,Riobamba,EC,-1.6667,-78.6333,54.25,90,94,3.78,overcast clouds,0.0,0.0
464,Gabu,GW,12.2833,-14.2167,77.92,67,100,8.37,overcast clouds,0.0,0.0
465,Coracora,PE,-15.0333,-73.7833,46.94,65,42,1.01,scattered clouds,0.0,0.0
466,Grakhovo,RU,56.0502,51.9676,45.36,78,100,16.13,overcast clouds,0.0,0.0
467,Wahpeton,US,46.2652,-96.6059,68.02,32,20,11.5,few clouds,0.0,0.0
468,Bahia Honda,CU,22.9036,-83.1592,76.87,84,41,6.69,scattered clouds,0.0,0.0
469,Perez,AR,-32.9983,-60.7679,55.9,68,0,7.27,clear sky,0.0,0.0
470,Karaton,ID,-6.3424,106.1045,84.33,75,22,1.72,few clouds,0.0,0.0
471,Gamba,GA,-2.65,10.0,75.33,92,20,6.08,few clouds,0.0,0.0
472,Valdemarpils,LV,57.3707,22.5919,33.22,72,9,4.85,clear sky,0.0,0.0
473,Cepelare,BG,41.7333,24.6833,43.99,100,100,4.12,light rain,0.56,0.0
474,Itupiranga,BR,-5.1347,-49.3267,74.48,81,0,3.18,clear sky,0.0,0.0
475,Port Alberni,CA,49.2413,-124.8028,67.28,76,100,2.04,overcast clouds,0.0,0.0
476,Jiangkou,CN,25.4872,119.1986,73.29,83,96,6.69,light rain,0.52,0.0
477,Dovolnoye,RU,54.4958,79.6671,67.57,54,48,10.22,scattered clouds,0.0,0.0
478,Kyra,RU,49.5776,111.9753,49.73,31,47,14.92,scattered clouds,0.0,0.0
479,Humberto De Campos,BR,-2.5983,-43.4611,75.52,92,57,3.04,broken clouds,0.0,0.0
480,Poli,TZ,-3.3333,36.8,53.89,95,84,2.42,broken clouds,0.0,0.0
481,Yar-Sale,RU,66.8333,70.8333,39.11,51,18,14.16,few clouds,0.0,0.0
482,Wuwei,CN,37.9281,102.6414,67.87,33,92,10.38,overcast clouds,0.0,0.0
483,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,80,75,14.34,broken clouds,0.0,0.0
484,Cosenza,IT,39.31,16.2502,54.52,91,5,2.82,clear sky,0.0,0.0
485,Ahipara,NZ,-35.1667,173.1667,60.01,82,44,15.32,scattered clouds,0.0,0.0
486,Landerneau,FR,48.4525,-4.2525,52.57,90,2,6.38,clear sky,0.0,0.0
487,Geraldton,AU,-28.7667,114.6,62.13,77,90,17.18,overcast clouds,0.0,0.0
488,Griffith,US,41.5284,-87.4237,62.91,49,1,4.61,clear sky,0.0,0.0
489,Garissa,KE,-0.4536,39.6401,73.98,86,94,14.34,overcast clouds,0.0,0.0
490,Te Karaka,NZ,-38.4654,177.8679,59.92,56,39,1.9,scattered clouds,0.0,0.0
491,Kochi,IN,9.9399,76.2602,80.58,82,90,1.95,overcast clouds,0.0,0.0
492,Maues,BR,-3.3836,-57.7186,77.94,78,56,1.16,broken clouds,0.0,0.0
493,Lazurne,UA,46.084,32.5295,57.02,74,90,3.51,overcast clouds,0.0,0.0
494,Contamana,PE,-7.3333,-75.0167,79.12,76,100,0.4,light rain,0.8,0.0
495,Bambui,BR,-20.0064,-45.9769,68.72,71,99,1.48,overcast clouds,0.0,0.0
496,Dole,FR,47.0833,5.5,55.11,66,0,9.22,clear sky,0.0,0.0
497,Tahe,CN,52.3333,124.7333,62.92,54,99,8.12,light rain,0.12,0.0
498,Bathsheba,BB,13.2167,-59.5167,81.21,65,75,18.12,broken clouds,0.0,0.0
499,Fortuna,US,40.5982,-124.1573,77.18,64,91,1.99,overcast clouds,0.0,0.0
500,Shambu,ET,9.5667,37.1,53.87,43,12,2.8,few clouds,0.0,0.0
501,Jiuquan,CN,39.7432,98.5174,63.61,12,0,7.14,clear sky,0.0,0.0
502,Saint-Augustin,CA,51.226,-58.6502,51.03,58,0,8.86,clear sky,0.0,0.0
503,Phalaborwa,ZA,-23.943,31.1411,63.68,69,33,9.31,scattered clouds,0.0,0.0
504,Paita,PE,-5.0892,-81.1144,69.1,83,100,14.85,overcast clouds,0.0,0.0
505,Nagai,JP,38.1036,140.035,71.35,44,21,2.59,few clouds,0.0,0.0
506,Mamakan,RU,57.8161,114.0028,40.89,99,100,2.15,overcast clouds,0.0,0.0
507,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.52,83,8,2.26,clear sky,0.0,0.0
508,Kintampo,GH,8.0563,-1.7306,73.27,97,100,4.63,light rain,0.15,0.0
509,Hohhot,CN,40.8106,111.6522,71.89,37,20,6.44,few clouds,0.0,0.0
510,Whitefish,US,48.4111,-114.3376,71.35,41,1,2.68,clear sky,0.0,0.0
511,Boende,CD,-0.2167,20.8667,76.19,78,85,1.41,overcast clouds,0.0,0.0
512,Pitanga,BR,-24.7572,-51.7614,58.24,99,100,3.83,overcast clouds,0.0,0.0
513,Misratah,LY,32.3754,15.0925,69.76,72,61,2.04,broken clouds,0.0,0.0
514,Mukhtolovo,RU,55.4644,43.1953,42.19,80,100,10.22,overcast clouds,0.0,0.0
515,San Pedro,PH,14.35,121.0167,92.43,62,40,5.37,scattered clouds,0.0,0.0
516,Morgan City,US,29.6994,-91.2068,75.0,88,75,4.52,broken clouds,0.0,0.0
517,Saint-Francois,FR,46.4154,3.9054,52.18,91,0,2.3,clear sky,0.0,0.0
518,Biak,ID,-0.9131,122.8766,82.0,72,100,5.14,overcast clouds,0.0,0.0
519,Kananga,CD,-5.8958,22.4178,64.13,46,61,4.61,broken clouds,0.0,0.0
520,Ilebo,CD,-4.3167,20.5833,69.58,62,100,2.13,overcast clouds,0.0,0.0
521,Lumberton,US,34.6182,-79.0086,61.21,64,100,4.68,overcast clouds,0.0,0.0
522,Yantal,RU,56.8471,105.2542,47.97,52,68,5.28,broken clouds,0.0,0.0
523,Maraa,BR,-1.8333,-65.3667,73.92,97,51,2.82,broken clouds,0.0,0.0
524,Huanren,CN,41.2647,125.3667,71.2,45,5,6.13,clear sky,0.0,0.0
525,Ibiruba,BR,-28.6275,-53.0897,43.21,68,0,4.68,clear sky,0.0,0.0
526,Wysokie Mazowieckie,PL,52.9166,22.5171,37.36,81,87,6.64,overcast clouds,0.0,0.0
527,Batagay-Alyta,RU,67.8006,130.4114,41.88,89,100,8.46,light rain,0.2,0.0
528,Dharchula,IN,29.85,80.5333,74.34,69,32,2.15,scattered clouds,0.0,0.0
529,Virginia Beach,US,36.8529,-75.978,59.11,82,100,1.01,overcast clouds,0.0,0.0
530,Blackwater,AU,-23.5833,148.8833,72.72,34,0,12.37,clear sky,0.0,0.0
531,Carbonia,IT,39.1672,8.5222,63.0,83,100,3.62,overcast clouds,0.0,0.0
532,Alice Springs,AU,-23.7,133.8833,74.21,21,56,11.99,broken clouds,0.0,0.0
533,Pontivy,FR,48.0,-3.0,59.25,89,0,6.46,clear sky,0.0,0.0
534,Altay,CN,47.8667,88.1167,69.26,17,0,2.95,clear sky,0.0,0.0
535,Xinxiang,CN,35.3089,113.8672,86.68,32,100,5.88,overcast clouds,0.0,0.0
536,Sobolevo,RU,54.4299,31.8996,38.37,77,90,7.29,overcast clouds,0.0,0.0
537,Makasar,ID,-5.14,119.4221,84.25,74,20,3.47,few clouds,0.0,0.0
538,Boden,SE,65.8252,21.6886,48.2,73,53,6.35,broken clouds,0.0,0.0
539,Polunochnoye,RU,60.8697,60.4153,40.19,63,20,7.47,few clouds,0.0,0.0
540,Tibati,CM,6.4667,12.6333,69.1,88,100,1.39,light rain,0.28,0.0
541,Dubbo,AU,-32.25,148.6167,62.73,48,0,4.61,clear sky,0.0,0.0
542,Shitanjing,CN,39.2342,106.3439,70.56,18,70,25.64,broken clouds,0.0,0.0
543,Cayenne,GF,4.9333,-52.3333,79.09,87,75,1.01,broken clouds,0.0,0.0
544,Sabang,ID,5.8933,95.3214,84.04,71,61,16.93,broken clouds,0.0,0.0
545,Epe,NG,6.5841,3.9834,78.01,93,77,4.92,broken clouds,0.0,0.0
546,Vestmanna,FO,62.1564,-7.1664,50.92,93,75,15.75,broken clouds,0.0,0.0
547,Cockburn Town,TC,21.4612,-71.1419,80.1,81,16,19.71,few clouds,0.0,0.0
548,Benghazi,LY,32.1167,20.0667,69.89,78,0,12.62,clear sky,0.0,0.0
549,Taft,IR,31.7471,54.2088,69.75,15,0,3.44,clear sky,0.0,0.0
550,Jacareacanga,BR,-6.2222,-57.7528,75.61,73,38,1.95,scattered clouds,0.0,0.0
551,Gawler,AU,-34.6,138.7333,60.22,32,100,4.23,overcast clouds,0.0,0.0
552,Northam,GB,51.0333,-4.2167,55.09,88,65,5.93,broken clouds,0.0,0.0
553,Yaring,TH,6.8662,101.3689,87.84,74,42,3.02,scattered clouds,0.0,0.0
554,Clyde River,CA,70.4692,-68.5914,25.03,100,90,3.44,overcast clouds,0.0,0.0
555,Buin,CL,-33.7333,-70.75,64.06,42,100,3.13,overcast clouds,0.0,0.0
556,Marzuq,YE,14.4,46.4667,76.6,38,0,4.36,clear sky,0.0,0.0
557,Qaracala,AZ,39.8132,48.9523,70.3,75,0,4.76,clear sky,0.0,0.0
558,Le Port,RE,-20.9373,55.2919,70.61,72,2,4.9,clear sky,0.0,0.0
559,Muriwai Beach,NZ,-36.8167,174.45,60.96,74,54,9.86,broken clouds,0.0,0.0
560,Goure,NE,13.9835,10.2704,81.68,9,0,6.35,clear sky,0.0,0.0
561,Poum,NC,-20.2333,164.0167,72.0,61,100,17.38,overcast clouds,0.0,0.0
562,Nueva Helvecia,UY,-34.3,-57.2333,47.59,68,25,9.71,scattered clouds,0.0,0.0
563,Nadbai,IN,27.2333,77.2,92.73,36,4,4.18,clear sky,0.0,0.0
564,Papetoai,PF,-17.4961,-149.8729,81.99,68,60,16.4,broken clouds,0.0,0.0
565,Zhigansk,RU,66.7697,123.3711,56.46,41,0,10.94,clear sky,0.0,0.0
566,Kokorevka,RU,52.5872,34.2778,44.4,91,100,8.72,overcast clouds,0.0,0.0
